url,label
https://stripe.com/login,SAFE
https://www.square.com/,SAFE
https://square.com/login,SAFE
https://www.netflix.com/,SAFE
https://netflix.com/login,SAFE
https://www.hulu.com/,SAFE
https://hulu.com/login,SAFE
https://www.disneyplus.com/,SAFE
https://disneyplus.com/login,SAFE
https://www.primevideo.com/,SAFE
https://primevideo.com/login,SAFE
https://www.twitch.tv/,SAFE
https://twitch.tv/login,SAFE
https://www.spotify.com/,SAFE
https://spotify.com/login,SAFE
https://www.applemusic.com/,SAFE
https://applemusic.com/login,SAFE
https://www.pandora.com/,SAFE
https://pandora.com/login,SAFE
https://www.soundcloud.com/,SAFE
https://soundcloud.com/login,SAFE
https://www.tidal.com/,SAFE
https://tidal.com/login,SAFE
https://www.slack.com/,SAFE
https://slack.com/login,SAFE
https://www.zoom.us/,SAFE
https://zoom.us/login,SAFE
https://www.teams.microsoft.com/,SAFE
https://teams.microsoft.com/login,SAFE
https://www.webex.com/,SAFE
https://webex.com/login,SAFE
https://www.discord.com/,SAFE
https://discord.com/login,SAFE
https://www.appIe.com/login,PHISHING
https://www.goggle.com/login,PHISHING
https://www.youtub.com/login,PHISHING
https://www.1inkedin.com/login,PHISHING
https://www.twtter.com/login,PHISHING
https://www.netfIix.com/login,PHISHING
https://www.amzon.com/login,PHISHING
https://www.ebaay.com/login,PHISHING
https://www.walmart-store.com/login,PHISHING
https://www.paypaI.com/login,PHISHING
https://www.chas-bank.com/login,PHISHING
https://www.we11sfargo.com/login,PHISHING
https://www.c1ti.com/login,PHISHING
https://www.stipe.com/login,PHISHING
https://www.disneypIus.com/login,PHISHING
https://apple.secure-update.com/login,PHISHING
https://apple.com-billing-info.xyz/,PHISHING
https://login.verification.apple.account.recovery.net/,PHISHING
https://www.apple-support-desk.com/,PHISHING
https://paypal.secure-update.com/login,PHISHING
https://paypal.com-billing-info.xyz/,PHISHING
https://login.verification.paypal.account.recovery.net/,PHISHING
https://www.paypal-support-desk.com/,PHISHING
https://chase.secure-update.com/login,PHISHING
https://chase.com-billing-info.xyz/,PHISHING
https://login.verification.chase.account.recovery.net/,PHISHING
https://www.chase-support-desk.com/,PHISHING
https://netflix.secure-update.com/login,PHISHING
https://netflix.com-billing-info.xyz/,PHISHING
https://login.verification.netflix.account.recovery.net/,PHISHING
https://www.netflix-support-desk.com/,PHISHING
https://amazon.secure-update.com/login,PHISHING
https://amazon.com-billing-info.xyz/,PHISHING
https://login.verification.amazon.account.recovery.net/,PHISHING
https://www.amazon-support-desk.com/,PHISHING
http://192.168.0.1/admin,PHISHING
https://192.168.0.1/secure,PHISHING
http://10.0.0.1/admin,PHISHING
https://10.0.0.1/secure,PHISHING
http://172.16.0.1/admin,PHISHING
https://172.16.0.1/secure,PHISHING
http://8.8.8.8/admin,PHISHING
https://8.8.8.8/secure,PHISHING
http://1.1.1.1/admin,PHISHING
https://1.1.1.1/secure,PHISHING
https://www.apple.com@malicious.com/,PHISHING
https://support@apple.com.update.net/,PHISHING
https://www.paypal.com@malicious.com/,PHISHING
https://support@paypal.com.update.net/,PHISHING
https://www.chase.com@malicious.com/,PHISHING
https://support@chase.com.update.net/,PHISHING
https://www.netflix.com@malicious.com/,PHISHING
https://support@netflix.com.update.net/,PHISHING
https://www.amazon.com@malicious.com/,PHISHING
https://support@amazon.com.update.net/,PHISHING
https://apple-security-check.com/verify?token=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,PHISHING
https://paypal-security-check.com/verify?token=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,PHISHING
https://chase-security-check.com/verify?token=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,PHISHING
https://netflix-security-check.com/verify?token=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,PHISHING
https://amazon-security-check.com/verify?token=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,PHISHING
https://xn--pple-z5a.com/,PHISHING
https://xn--pypal-4qa.com/,PHISHING
https://xn--chse-boa.com/,PHISHING
https://apple-update.com/%2e%2e/%2e%2e/login,PHISHING
https://apple.com/%73%65%63%75%72%65,PHISHING
https://paypal-update.com/%2e%2e/%2e%2e/login,PHISHING
https://paypal.com/%73%65%63%75%72%65,PHISHING
https://chase-update.com/%2e%2e/%2e%2e/login,PHISHING
https://chase.com/%73%65%63%75%72%65,PHISHING
https://netflix-update.com/%2e%2e/%2e%2e/login,PHISHING
https://netflix.com/%73%65%63%75%72%65,PHISHING
https://amazon-update.com/%2e%2e/%2e%2e/login,PHISHING
https://amazon.com/%73%65%63%75%72%65,PHISHING
